author,title,subtitle,language,categories,description,series,edition,firstPublishDate,published_year,characters,format,genres,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,best_sellers_rank,bookId,buybox_seller,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,product_dimensions,publisher,ratingsByStars,ratings_count,seller_name,setting,soldBy,weight
Quinn Loftis (Goodreads Author),Prince of Wolves,,English,,"Jacque Pierce was just an ordinary 17-year-old girl getting ready to start her senior year in high school in Coldspring, Texas. When a mysterious foreign exchange student from Romania moves in across the street, Jacque and her two best friends, Sally and Jen, don't realize the last two weeks of their summer are going to get a lot more interesting. From the moment Jacque sets eyes on Fane she feels an instant connection, a pull like a moth to a flame. Little does she know that the flame she is drawn to is actually a Canis lupis, werewolf, and she just happens to be his mate; the other half of his soul. The problem is Fane is not the only wolf in Coldspring, Texas.Just as Fane and Jacque are getting to know each other, another wolf steps out to try and claim Jacque as his mate. Fane will now have to fight for the right to complete the mating bond, something that is his right by birth but is being denied him by a crazed Alpha. Will the love Fane has for Jacque be enough to give him the strength to defeat his enemy, will Jacque accept that she is Fane's mate and complete the bond between them?",The Grey Wolves #1,,,June 29th 2011,"['Fane Lupei', 'Jacque Pierce', 'Jennifer Adams', 'Sally Morgan']",Kindle Edition,"['Paranormal', 'Young Adult', 'Werewolves', 'Fantasy', 'Romance', 'Paranormal Romance', 'Shapeshifters', 'Supernatural', 'Wolves', 'Urban Fantasy']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878769l/11947156.jpg,4.04,[],2118.0,25.0,,11947156-prince-of-wolves,,,,,89.0,35324.0,230,,,"['16731', '8963', '5575', '2322', '1733']",,,"['Coldspring, Texas (United States)']",,
Quinn Loftis (Goodreads Author),Blood Rites,,English,,"With the challenge complete and the corrupt Alpha of Coldspring defeated Fane is now free to complete the mate bond with Jacque and perform the Blood Rites. Although the challenge is done, the affects are far reaching. Once it is known that Vasile, one of the strongest Alphas in the world is in America, specifically Coldspring, TX, there is one Alpha who cannot over look the significance of this. An Alpha who happens to share Jacque's DNA, but is this the one she needs to fear? With her mom driving and her two best friends, Jen and Sally in tow, Jacque sets off for her happily ever after. She will soon realize a plan has been put in motion that will change her course and possibly tear her from Fane's grasp forever. It will take a wolf pack, her mother's love, her two best friend's unrelenting determination, her own will to survive and the undying love of her mate to bring her home. The question remains, if she fights, if she endures, who will she be, what will be left once she is back in her mates arms?",The Grey Wolves #2,,11/18/11,November 19th 2011 ,"['Fane Lupei', 'Jacque Pierce', 'Jennifer Adams', 'Sally Morgan', 'Vasile']",ebook,"['Werewolves', 'Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Wolves', 'Shapeshifters', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321501581l/13070346.jpg,4.4,[],631.0,8.0,,13070346-blood-rites,,,,,97.0,20381.0,223,,,"['11940', '5460', '2324', '463', '194']",,,"['Coldspring, Texas (United States)']",,
Quinn Loftis (Goodreads Author),Fate and Fury,,English,,"The last few days have been the darkest of Sally’s life. After experiencing the joy of finding her mate, she now suffers the pain of losing everything she holds dear. Both the Romanian and Serbian packs have been captured, ripping Sally’s soul mate away from her almost as soon as she had found him. Her best friend and the emotional glue that usually holds Sally together, Jacque Pierce, lies writhing in a restless coma, having been put down by Desdemona’s dark magic. Jennifer Adams, the unshakable one, has revealed to her friends and her mate that she is pregnant, but the Fates have marked her unborn baby for death. Though she rails against the darkness, deep inside Jen knows that Decebel’s baby must die as payment for her own life, and the knowledge is tearing her soul to pieces. Cypher, King of the Warlocks, has claimed Jacque’s mother as his mate and agreed to help Desdemona open a door that would release a horde of demons from beyond the Veil.  Though her world is crashing down around her, Sally holds out hope. The Great Luna is not sitting idly by. She has commanded the Fey council to call upon the packs—all of them. And though Cypher looks for a way to open the Veil for Desdemona, he struggles to protect Lilly and the wolves at the same time. Peri, the ever-courageous High Fae, and a contingent of the remaining females of the Romanian and Serbian packs, push on through the rough Carpathian Mountains. Though they are bound to the human realm, they continue to search for a way to cross over to the land of the Fey. Meanwhile, in reluctant obedience to the Great Luna, the Fey council sends representatives to the far corners of the globe, meeting with the pack Alphas. The Fey must convince the Alphas of every pack to lay aside their petty territorial squabbles and battles of dominance. If they refuse, both the humans and the supernatural races will fall at Mona’s feet. Sally holds to a shred of hope. Though Vasile, Decebel, and their pack mates endure the torture of the In-Between, living their worst nightmares over and over, Sally holds. Though she knows that it is only a matter of time before their wolves take over, she holds. Sally knows that if the males die, then so too will their mates who have performed the Blood Rites, including her best friends Jen and Jacque. Yet she holds. If the males lose themselves to their wolves and turn feral, so too do their mates. Still she holds. Though Vasile, the strongest Alpha in their history to unite the wolves, is lost beyond the Veil, Sally holds. Though Decebel, the only other wolf besides Vaile strong enough to unite the packs, suffers beyond the Veil, Sally will hold. No one is left to unite their race, and defeat Desdemona. Yet Sally still holds. She holds out hope that the Great Luna will not abandon them, cannot abandon them. Throughout the centuries, the Great Luna has always provided a gypsy healer to the packs, especially in times of great need. Now Sally is that healer. Sally fears what role she has to play in the defeat of Desdemona, but she will play it. Though heaven and hell unite against her, she WILL play it. For too long the supernatural races have lived in separation, warring amongst themselves, allowing trivial power plays and selfish disputes to keep them from uniting. That separation has made them weak. Now, being summoned as a collective force to the same land, will they come? Will they come in numbers greater than have been seen in centuries? Will they destroy each other and save Mona the trouble, or will they finally unite and fight as one?",The Grey Wolves #6,,03/13/13,March 15th 2013 ,"['Jacque Pierce', 'Jennifer Adams', 'Decebel', 'Sally Morgan', 'Vasile']",Kindle Edition,"['Werewolves', 'Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Wolves', 'Shapeshifters', 'Paranormal Romance', 'Supernatural', 'Witches']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361315344l/16102879.jpg,4.49,[],369.0,5.0,,16102879-fate-and-fury,,,,,98.0,10303.0,292,,,"['6588', '2485', '987', '181', '62']",,,[],,
Quinn Loftis (Goodreads Author),Sacrifice of Love,,English,,"As one evil falls, another rises in its place. The powerful witch, Desdemona, has finally been killed by an alliance of wolf, elf, and fae. But Reyaz, brother to Cypher the warlock king, has vowed retribution for a life that was taken from him. Now Cypher must decide not only how to protect his newfound mate and his people, but also how to destroy the only family he has left.Meanwhile, Jen’s pregnancy progresses and the fateful due date draws ever nearer. The thought of losing Decebel’s child constantly threatens to overwhelm her. With each passing day, Decebel grows more distant, causing Jen to wonder what toll the impending loss of their child is taking on him. Unbeknownst to Jen, in an act of desperation to protect his unborn child and mate, Decebel strikes a deadly bargain with the Great Luna—his life in place of his child’s. There is only one way for that to happen; the bond between he and Jen must be broken.As Jen as Decebel struggle through their darkness, another kind of darkness is infiltrating Fane’s heart. Doubts and questions linger as he tries to cope with the emotions brought on in the aftermath of Desdemona’s curse. He knows what happened wasn’t real, but still he can’t rid himself of the terrible images seared into his memory. Jacque is his light, the one who keeps the darkness at bay, yet he won’t let her inside to do just that.Sally continues to learn what it means to be a gypsy healer and Costin struggles to protect her as she runs full speed ahead to help her wolves, heedless of her own safety. She sees her best friends struggling, each enduring their own trials. She’s desperate to help them, but can she keep them safe?With all of these things hanging heavy over the heads of the Serbia and Romania packs, their attention is divided. The wolves do not even realize a threat has slowly infiltrated their midst. Will they recognize the threat in time to save the lives that precariously hang in the balance?Against this backdrop of darkness, choices will be made, fears will confronted, and the ultimate sacrifice will be made. Will the wolves stand together to defeat the threats arrayed against them, both from within and without? Will love conquer all? Or will the beleaguered wolves finally succumb to their demons?",The Grey Wolves #7,,09/12/13,September 13th 2013 ,"['Jennifer Adams', 'Decebel', 'Sally Morgan']",ebook,"['Werewolves', 'Paranormal', 'Fantasy', 'Romance', 'Young Adult', 'Shapeshifters', 'Wolves', 'Paranormal Romance', 'Supernatural', 'Fae']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374214100l/18215187.jpg,4.57,[],320.0,4.0,,18215187-sacrifice-of-love,,,,,98.0,7734.0,307,,,"['5358', '1610', '603', '122', '41']",,,[],,
Quinn Loftis (Goodreads Author),Elfin,,English,,"Before tonight Cassie Tate’s biggest concerns were whether she could pass Algebra and how she was going to keep Elora, her best friend, from dressing her in a skimpy fairy costume for Halloween. Her feet were firmly planted in suburban reality and she had no reason to believe her life would be anything but that of a typical teenager. That is until tonight, when Cassie saw something that no human was ever supposed to see; in the blink of an eye she was thrown into the world of the Light and Dark Elves.He comes from a realm where light and dark have fought for millennia. He is of a race known to humans only in myths and legends. The darkness that lives inside him is a part of both who and what he is and it makes him the most gifted spy and assassin in the history of his time. His life is not his own; he lives in the service of the Dark Elf King. He slays who he must, has mercy on no one, is relentless in his hunt, and never tires of seeing his prey fall. He is Triktapic, assassin, spy, most feared of the Dark Elves.Now, in the midst of his King’s complicated plans to expand the Dark Elves’ holdings into the mortal realm, for the first time, Trik finds his loyalties divided. For no Elf, Dark or Light, can turn away from their Chosen.Unbeknownst to the mortal realm, the battle between Light and Dark is being brought to their doorstep. The only one who can keep it at bay holds darkness in his heart like a lover, and the one who can sway that heart must decide if she can look beyond his black past, beyond his evil nature and see the man he is destined to be.The question must be asked, does love really cover a multitude of sins? Can true love actually conquer all or will his darkness consume those around him until all that stands is an assassin with the blood of the mortal realm on his hands?",The Elfin #1,,,December 23rd 2012,[],Kindle Edition,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Paranormal Romance', 'Magic', 'Elves', 'Supernatural', 'Fairies']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356763469l/16121427.jpg,4.1,[],271.0,3.0,,16121427-elfin,,,,,91.0,8306.0,389,,,"['3922', '2321', '1324', '447', '292']",,,[],,
Quinn Loftis (Goodreads Author),Luna of Mine,,,,"Every life leaves behind a legacy. Every story has a beginning and an end. The Alpha of the Romania Grey Wolves knows this better than most. He also knows it’s the things that transpire to create that legacy and the experiences, triumphs and failures that happen in the middle of the story that matter. His story began a century ago and now a tragedy has led him to his rightful place as Alpha of the Eastern Romania pack. Before he led hundreds, he had to learn to lead a few. Before he sacrificed for all, he had to be willing to sacrifice for any. Before he could be the man destined to save his race he had to be willing to serve them. In order to be raised up he had to first be torn down. There was only one who could do this and live, only one who could light his way when the darkness closed in; his mate, his Luna. This is the building of their legacy, the middle of their story. Their triumphs, their failures, and their tragedy’s that would one day make them strong enough to restore a race torn apart by greed, envy, and fear.",The Grey Wolves #8,,06/02/14,"Unofficial UtopYA 2015 Award Eligible Books

426 books — 910 voters
best werewolf series

102 books — 59 voters",[],,"['Paranormal', 'Werewolves', 'Fantasy', 'Romance', 'Young Adult', 'Shapeshifters', 'Paranormal Romance', 'Supernatural', 'Wolves', 'Fae']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397629185l/21936742.jpg,4.55,[],80.0,1.0,,21936742-luna-of-mine,,,,,98.0,4178.0,,,,"['2850', '902', '329', '69', '28']",,,[],,
Quinn Loftis (Goodreads Author),Call Me Crazy,,English,,"“I’m looking out from inside the chaos. It must be a one-way mirror because no one seems to be able to see back inside to where I am. The looks on their faces, the judgment in their eyes, tells me everything I need to know. The most frustrating part about the whole messed up situation is that even though I’m the one that they stare at in shock, I am just as shocked as they are. I know no more than they do of why I lose control. What they don’t know is that I am more scared of myself than they could ever be.” ~ Tally Baker After a devastating turn of events, seventeen year old Tally Baker is admitted to Mercy Psychiatric Facility where she is diagnosed with Bipolar Disorder. She has come to a place where she honestly believes that her life is over. Her mind tells her that she will never smile or laugh again, that she will never be normal again. It is in this unlikely place that she meets two people, different in every way, yet both critical to helping her realize that she has so much more living to do. Candy, a cantankerous sixty year old Mercy Psychiatric patient, is hell bent on driving everyone as crazy as she is. Candy shows Tally that, regardless of her diagnosis, the ability to push on and live her life to the fullest is her choice and hers alone. In the midst of Tally’s oftentimes humorous, sometimes heart-wrenching, escapades with Candy, a new patient is admitted to Mercy—a Native American woman named Lolotea. Along with this new patient comes a daily visitor, her son, Trey Swift. At first glance, it is obvious to Tally that he is incredibly handsome and unbelievably caring. But what she learns through her second glance, and many thereafter, is that there is much more to Trey than he ever lets on. It is during these daily visits that Trey and Tally build a friendship far deeper than either of them truly realize. With Trey, Tally feels for the first time since being admitted that someone is looking at her as a person and not as a disease. Trey begins to make it clear that he wants more than friendship, but she knows that she can never give him more. How can she, when she won’t even give him the truth? Tally doesn’t tell Trey that she is a patient at Mercy, and she doesn’t ever plan to. Her plans go up in flames when she finds out that Trey is a new student at her school, the school where her brokenness was found out in the floor of the girl’s bathroom in a pool of her own blood.",,,05/29/13,May 31st 2013 ,[],Kindle Edition,"['Romance', 'Young Adult', 'Contemporary', 'Mental Illness', 'New Adult', 'Mental Health', 'Young Adult Contemporary', 'Realistic Fiction']",,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367124872l/17856655.jpg,4.43,[],78.0,1.0,,17856655-call-me-crazy,,,,,96.0,1010.0,393,,,"['614', '272', '84', '21', '19']",,,[],,
Quinn Loftis (Goodreads Author),Just One Drop,,English,,"Jennifer Adams, best friend to Jacque Pierce and Sally Morgan, spicy, out spoken, a little crazy and human...or so she thought. Jen has just found out that human DNA is not the only thing that resides in her veins, she happens to share that little pesky werewolf gene, although it isn't more than just a drop. Now that she and her friends are living in Romania with Fane's pack, she is also oh so conveniently stuck with the object of her affection, the fur ball Decebel. Drawn to each other by something they don't understand Jen finds herself frustrated by the lack of mating signs between her and said fur ball. Not only is she dealing with that not so un-frustrating problem, she now has been informed that because of that little drop of werewolf blood in her she is now required to attended a multi-pack gathering for un-mated wolves. This type of gathering hasn't taken place in over a century but with a shortage of females among the werewolf population the males are getting worried they won't ever find their true mates. Meanwhile Decebel struggles with the emotions he is feeling towards Jen. He tries to keep his distance but there is just something about the mouthy blonde that keeps him coming back for more of her verbal abuse that he just can't seem to get enough of...go figure.",The Grey Wolves #3,,,February 4th 2012,"['Fane Lupei', 'Jacque Pierce', 'Jennifer Adams', 'Decebel', 'Sally Morgan']",Kindle Edition,"['Werewolves', 'Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Wolves', 'Paranormal Romance', 'Shapeshifters', 'Supernatural', 'Magic']",,B0075X9KPQ,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325565121l/13363270.jpg,4.47,[],831.0,10.0,,13363270-just-one-drop,,,,,97.0,17460.0,239,,Quinn Loftis,"['10919', '4348', '1751', '326', '116']",,,[],,
Quinn Loftis (Goodreads Author),Beyond the Veil,,English,,"Though the Serbian pack has been brought to heel thanks to the downfall of their Alpha, the war is far from over.Desdemona, a witch of unfathomable power, has escaped the wolves’ wrath, but she will not go quietly into the night. She takes refuge in a place where even the smallest sliver of light does not dare to enter. Though she had to flee, she has not given up on the treasure she wishes to acquire. Her depravity knows no bounds; she's even willing to search for the one who can assist her in opening a Veil that has not been opened in millennia – with good reason: the danger is incalculable. Meanwhile, there are major changes rippling through the Romanian Grey wolves. Decebel has become Alpha to the Serbian pack in an effort to begin to unite the Canis lupis species. Their numbers are dwindling in the wake of the shortage of true mates and lack of offspring. The wolves are beginning to lose faith and darkness seems to be crashing in on them from all sides. But the winds of change are blowing, changes that will alter the future of not only the Canis lupis, but of another ancient race as well. Amidst all of this, Sally is continuing to come to terms with her relationship with the playful, charming, flirty, unbelievably handsome bartender – who happens to be a member of the Romanian pack.If all that weren’t enough, the Fates have decided to pay a little visit to Jen. It’s time to collect. She cheated the Fates of a life, her life. Now they want what they are due. The problem? It’s more than Jen is willing to pay.Yes, the war is indeed far from over. Bargains will be struck, declarations will be made, sacrifices will be given, love will be tested, and trust will be questioned as evil makes its stand against them all.",The Grey Wolves #5,,08/28/12,September 24th 2012 ,"['Jennifer Adams', 'Decebel', 'Sally Morgan']",Kindle Edition,"['Paranormal', 'Werewolves', 'Young Adult', 'Romance', 'Fantasy', 'Wolves', 'Shapeshifters', 'Paranormal Romance', 'Supernatural', 'Magic']",,B009GD8086,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345432365l/15733738.jpg,4.5,[],543.0,7.0,,15733738-beyond-the-veil,,,,,98.0,12923.0,374,,,"['8366', '3063', '1184', '221', '89']",,,[],,
Quino,Toda Mafalda,,Spanish,,"Este libro contiene de la primera a la última tira + Mafalda inédita + Al fin solos + Y digo yo + ¿A dónde vamos a parar? + Mafaldas (casi) privadas + Mafaldas públicas + Mafaldas ineditísimas = Toda, pero toda toda Mafalda

(HASTA EL CIERRE DE ESTA EDICIÓN)",,,10/28/93,June 20th 2004,"['Mafalda', 'Susanita', 'Manolito', 'Felipe', 'Libertad', 'Guille', 'Miguelito']",Hardcover,"['Comics', 'Humor', 'Graphic Novels', 'Bande Dessinée', 'Spanish Literature', 'Childrens', 'Fiction', 'Graphic Novels Comics', 'Classics', 'Comedy']",,9789505156948,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412031764l/54741.jpg,4.76,[],400.0,6.0,,54741.Toda_Mafalda,,,,,99.0,8069.0,660,,Ediciones de la Flor,"['6560', '1185', '256', '40', '28']",,,[],,
Qurratulain Hyder,[Gardish-e-Rang-e-Chaman] گردشِ رنگِ چمن,,Urdu,,یہ ناول 1984ء میں منظر عام پر آیا۔ مسلم معاشرے کی عیش پرستی اور اسی تناظر میں مسلم اقتدار کے زوال کے ساتھ ساتھ بعض ثقافتی اداروں کی ترقی اور اس کے نتیجے میں زندگی پر پڑنے والے اثرات اس ناول کا موضوع ہیں,,,11/06/84,2010,[],Hardcover,[],,9789694190327,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474845724l/32117577._SY475_.jpg,3.56,[],62.0,1.0,,32117577-gardish-e-rang-e-chaman,,,,,78.0,18.0,704,,Maktaba-e-Daniyal,"['6', '5', '3', '1', '3']",,,[],,
Qurratulain Hyder,Akhir-e-Shab Kay Hamsafar / آخر شب کے ہمسفر,,Urdu,,بنگال کی دہشت پسند اور انقلابی تحریک، 1942ء کا اندولن، مطالبہ پاکستان، تقسیم ہند اور قیام بنگلہ دیش کے تناظر میں لکھا گیا ایک ناول۔,,1st Edition,,1979,[],Hardcover,['Fiction'],,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519903127l/16299254.jpg,4.12,['Jnanpith Award'],79.0,1.0,,16299254-akhir-e-shab-kay-hamsafar,,,,,90.0,143.0,,,,"['67', '45', '16', '11', '4']",,,[],,
